School_ID;Student_ID;Attendance;Tutoring_Sessions;Teacher_Quality;School_Type;Distance_from_Home;Previous_Scores;Exam_Score
3730;3730;90;2;High;Public;Far;66;65
3731;3731;74;1;Medium;Public;Near;67;71
3732;3732;78;0;High;Private;Near;73;64
3733;3733;84;1;Medium;Public;Moderate;56;61
3734;3734;99;1;High;Public;Moderate;59;69
3735;3735;73;1;Medium;Private;Moderate;79;65
3736;3736;97;3;High;Public;Far;51;69
3737;3737;71;2;Low;Public;Near;80;64
3738;3738;100;1;Medium;Public;Moderate;66;69
3739;3739;87;1;Medium;Private;Near;92;68
3740;3740;79;1;Medium;Public;Moderate;80;63
3741;3741;85;1;High;Public;Near;85;66
3742;3742;71;1;;Private;Near;56;65
3743;3743;71;2;High;Public;Moderate;63;66
3744;3744;65;3;Medium;Public;Near;100;67
3745;3745;65;3;High;Private;Near;72;62
3746;3746;74;2;High;Public;Near;68;66
3747;3747;91;3;Medium;Public;Moderate;94;68
3748;3748;84;2;High;Public;Moderate;52;68
3749;3749;64;0;High;Public;Moderate;77;63
3750;3750;94;1;Low;Public;Moderate;61;66
3751;3751;84;3;Medium;Private;Near;68;65
3752;3752;98;1;Medium;Public;Near;60;72
3753;3753;87;4;Low;Private;Near;52;70
3754;3754;67;1;Medium;Public;Near;71;63
3755;3755;79;0;High;Private;Near;89;65
3756;3756;86;1;Medium;Private;Near;98;65
3757;3757;61;1;Medium;Private;Near;81;66
3758;3758;61;0;Medium;Public;Moderate;69;68
3759;3759;65;2;Medium;Public;Near;88;64
3760;3760;70;3;Medium;Public;Moderate;75;66
3761;3761;77;3;High;Public;Moderate;68;68
3762;3762;79;0;Medium;Public;Moderate;59;64
3763;3763;66;2;Medium;Public;Far;90;62
3764;3764;87;0;Medium;Private;Near;75;67
3765;3765;84;1;Medium;Public;Moderate;98;67
3766;3766;72;1;Medium;Private;Moderate;90;65
3767;3767;61;2;Medium;Public;Near;71;59
3768;3768;63;0;Medium;Public;Moderate;87;66
3769;3769;76;4;Medium;Public;Near;73;68
3770;3770;66;2;Low;Public;Near;54;63
3771;3771;75;2;Medium;Public;Near;76;68
3772;3772;85;2;High;Public;Far;93;68
3773;3773;82;3;High;Public;Moderate;93;66
3774;3774;69;1;;Private;Moderate;79;63
3775;3775;74;3;Medium;Private;Moderate;69;61
3776;3776;85;0;Low;Public;Near;51;68
3777;3777;94;0;High;Public;Near;66;66
3778;3778;90;1;Medium;Public;Moderate;99;69
3779;3779;82;0;Medium;Public;Near;86;64
3780;3780;74;1;Medium;Private;Near;86;68
3781;3781;75;0;High;Public;Near;88;66
3782;3782;95;0;Medium;Public;Near;81;68
3783;3783;62;2;Medium;Private;Moderate;79;62
3784;3784;100;1;Medium;Public;Near;73;68
3785;3785;87;1;High;Private;Moderate;72;69
3786;3786;87;2;Medium;Private;Moderate;94;70
3787;3787;62;4;Medium;Public;Near;70;65
3788;3788;84;3;Medium;Public;Near;92;68
3789;3789;79;0;Medium;Public;Near;92;67
3790;3790;64;0;Low;Public;Far;89;64
3791;3791;71;2;Medium;Public;;52;63
3792;3792;96;1;Medium;Public;Near;57;67
3793;3793;82;1;High;Private;Moderate;66;66
3794;3794;77;2;Medium;Public;Near;92;67
3795;3795;63;2;Medium;Public;Far;94;63
3796;3796;89;3;High;Public;Moderate;52;69
3797;3797;88;3;Medium;Public;Near;66;70
3798;3798;85;0;Medium;Public;Moderate;93;70
3799;3799;80;0;Medium;Private;Near;62;65
3800;3800;77;2;Medium;Public;Moderate;99;64
3801;3801;84;1;High;Public;Moderate;74;67
3802;3802;69;1;Medium;Private;Near;97;61
3803;3803;98;1;High;Private;Near;71;70
3804;3804;84;2;Medium;Private;Far;66;68
3805;3805;72;0;Medium;Public;Near;68;64
3806;3806;78;1;Medium;Private;Moderate;94;68
3807;3807;92;1;Medium;Public;Near;67;68
3808;3808;66;0;Medium;Private;;83;63
3809;3809;72;1;Medium;Public;Moderate;73;65
3810;3810;87;4;Low;Private;Near;97;69
3811;3811;73;2;High;Public;Moderate;58;63
3812;3812;92;1;Medium;Public;Near;71;69
3813;3813;65;3;Medium;Private;Near;56;61
3814;3814;91;2;Medium;Private;Far;79;69
3815;3815;63;1;Low;Public;Near;70;62
3816;3816;61;0;Medium;Public;Far;53;58
3817;3817;96;2;Medium;Public;Far;92;71
3818;3818;83;5;Medium;Private;Far;69;69
3819;3819;74;1;High;Public;Moderate;75;68
3820;3820;69;0;High;Private;Near;70;61
3821;3821;85;3;Medium;Private;Far;74;67
3822;3822;80;2;Medium;Public;Near;51;68
3823;3823;100;3;Medium;Public;Near;91;72
3824;3824;99;1;Medium;Private;Near;67;71
3825;3825;85;3;Medium;Public;Near;86;67
3826;3826;78;3;Medium;Private;Moderate;53;68
3827;3827;80;0;Medium;Public;Near;76;64
3828;3828;87;3;Medium;Private;Near;95;73
3829;3829;64;0;High;Public;Near;70;65
3830;3830;73;1;Medium;Private;Near;60;67
3831;3831;63;0;Medium;Private;Moderate;55;63
3832;3832;63;0;Medium;Public;Near;93;63
3833;3833;68;4;Medium;Public;Near;62;69
3834;3834;79;1;Low;Public;Near;99;68
3835;3835;91;2;High;Public;Near;62;68
3836;3836;79;3;Medium;Public;Near;74;69
3837;3837;73;5;High;Public;Near;73;73
3838;3838;63;3;High;Public;Near;53;66
3839;3839;82;3;Medium;Public;Near;77;68
3840;3840;71;2;Low;Public;Near;84;65
3841;3841;85;4;Medium;Private;Far;87;67
3842;3842;99;2;Medium;Private;Near;76;70
3843;3843;64;1;Medium;Private;Moderate;91;66
3844;3844;68;3;Medium;Public;Moderate;88;64
3845;3845;79;1;Medium;Public;Near;60;69
3846;3846;99;1;Medium;Public;Far;70;71
3847;3847;91;0;Low;Private;Moderate;57;68
3848;3848;96;2;Medium;Private;Moderate;57;68
3849;3849;73;0;High;Public;Near;86;66
3850;3850;100;2;High;Public;Near;77;70
3851;3851;64;0;High;Public;Near;80;65
3852;3852;62;1;Medium;Public;Near;87;63
3853;3853;94;0;Medium;Public;Moderate;64;70
3854;3854;97;0;Medium;Private;Moderate;70;67
3855;3855;64;1;Medium;Public;Near;80;63
3856;3856;65;1;High;Public;Moderate;55;64
3857;3857;61;2;Medium;Public;Moderate;92;60
3858;3858;64;0;Medium;Public;Near;67;62
3859;3859;68;2;High;Public;Near;83;65
3860;3860;99;0;Low;Private;Near;100;69
3861;3861;87;1;High;Private;Moderate;74;68
3862;3862;91;1;High;Public;Moderate;61;66
3863;3863;91;4;Medium;Public;Near;61;72
3864;3864;81;2;Medium;Public;Near;53;68
3865;3865;92;3;Medium;Public;Moderate;88;69
3866;3866;84;1;High;Public;Moderate;65;65
3867;3867;73;0;Medium;Public;Near;59;65
3868;3868;82;2;High;Public;Near;86;70
3869;3869;81;1;Medium;Public;Moderate;65;67
3870;3870;93;4;Medium;Private;Near;80;73
3871;3871;99;2;Low;Public;Near;71;70
3872;3872;76;1;Low;Private;Moderate;67;66
3873;3873;91;1;Medium;Private;Near;74;68
3874;3874;64;2;Medium;Public;Moderate;66;61
3875;3875;91;0;Medium;Public;Near;94;70
3876;3876;75;2;Medium;Public;Near;54;66
3877;3877;62;4;Medium;Public;Near;52;67
3878;3878;75;1;High;Private;Near;70;69
3879;3879;84;2;Medium;Public;Near;59;64
3880;3880;65;0;High;Public;Moderate;87;65
3881;3881;97;7;High;Private;Near;68;75
3882;3882;63;2;Medium;Public;Far;63;63
3883;3883;97;5;Medium;Private;Near;68;69
3884;3884;88;2;High;Public;Near;61;68
3885;3885;73;2;High;Private;Near;65;66
3886;3886;76;2;Medium;Public;Moderate;78;66
3887;3887;90;4;Medium;Public;Near;93;66
3888;3888;84;2;Low;Public;Near;69;68
3889;3889;87;1;Low;Public;Moderate;66;65
3890;3890;76;3;Medium;Public;Near;89;70
3891;3891;80;3;Low;Public;Near;51;68
3892;3892;100;1;High;Public;Near;65;70
3893;3893;69;2;Medium;Public;Moderate;73;61
3894;3894;77;3;Medium;Public;Near;80;61
3895;3895;72;6;Medium;Public;Moderate;58;64
3896;3896;91;4;Medium;Public;Moderate;72;71
3897;3897;91;1;Low;Public;Moderate;78;72
3898;3898;72;1;Medium;Public;Near;76;66
3899;3899;63;0;Medium;Private;Far;79;63
3900;3900;60;3;Medium;Public;Near;83;62
3901;3901;77;3;Medium;Public;Near;69;65
3902;3902;76;2;Medium;Public;Near;53;66
3903;3903;100;2;High;Private;Moderate;53;72
3904;3904;79;2;Medium;Public;Near;93;68
3905;3905;70;2;Medium;Public;Near;84;70
3906;3906;96;1;High;Private;Moderate;88;70
3907;3907;80;2;Medium;Public;Near;96;73
3908;3908;84;2;High;Public;Near;88;67
3909;3909;64;3;Medium;Public;Moderate;85;65
3910;3910;75;1;High;Private;Moderate;83;65
3911;3911;98;0;Medium;Private;Near;63;65
3912;3912;84;0;Medium;Public;Near;98;70
3913;3913;74;3;Medium;Private;Far;77;66
3914;3914;85;0;Low;Public;Near;61;65
3915;3915;96;2;Medium;Public;Near;60;68
3916;3916;71;3;Medium;Public;Moderate;91;66
3917;3917;80;1;Medium;Public;Near;63;65
3918;3918;98;2;High;Private;Near;52;71
3919;3919;67;2;Medium;Private;Near;71;65
3920;3920;89;0;Medium;Private;Near;91;70
3921;3921;85;0;High;Public;Moderate;71;69
3922;3922;87;3;Medium;Public;Near;90;71
3923;3923;74;0;High;Private;Near;91;67
3924;3924;73;3;Medium;Public;Moderate;93;64
3925;3925;87;1;High;Public;Near;79;82
3926;3926;69;2;Medium;Private;Moderate;85;66
3927;3927;77;1;High;Public;Near;63;66
3928;3928;68;1;Medium;Public;Moderate;55;65
3929;3929;60;2;High;Private;Near;77;61
3930;3930;99;2;Low;Private;Near;51;72
3931;3931;77;3;Medium;Public;Near;73;70
3932;3932;99;0;Medium;Private;Moderate;55;71
3933;3933;66;4;Medium;Public;Moderate;55;84
3934;3934;83;2;High;Public;Moderate;94;72
3935;3935;68;1;High;Public;Near;82;67
3936;3936;92;2;Medium;Private;Near;82;72
3937;3937;91;1;Low;Public;Moderate;70;70
3938;3938;65;1;High;Public;Moderate;71;62
3939;3939;96;3;Medium;Public;Moderate;65;71
3940;3940;68;3;Low;Public;Near;72;62
3941;3941;85;1;Low;Public;Near;79;68
3942;3942;99;2;Medium;Public;Near;59;74
3943;3943;95;0;Low;Private;Near;63;68
3944;3944;98;1;Medium;Public;Far;75;64
3945;3945;74;0;Medium;Public;Moderate;69;65
3946;3946;64;1;Low;Public;Near;91;66
3947;3947;68;5;Medium;Public;Near;91;68
3948;3948;80;2;High;Public;Near;67;67
3949;3949;92;1;High;Public;Moderate;73;67
3950;3950;66;2;Low;Public;Moderate;99;63
3951;3951;86;2;Medium;Public;Near;91;71
3952;3952;73;1;High;Private;Moderate;61;63
3953;3953;74;0;Medium;Public;Near;64;66
3954;3954;86;2;Medium;Public;Near;54;67
3955;3955;79;0;Medium;Public;Moderate;84;66
3956;3956;92;2;Medium;Public;Moderate;66;70
3957;3957;66;3;Medium;Public;Moderate;77;64
3958;3958;92;1;Medium;Public;Near;88;71
3959;3959;63;0;Medium;Public;Near;92;68
3960;3960;68;2;Medium;Private;Near;66;64
3961;3961;86;1;High;Public;Near;62;66
3962;3962;94;1;Low;Private;Near;92;72
3963;3963;70;2;High;Public;Near;69;66
3964;3964;73;0;High;Public;Near;91;70
3965;3965;81;1;Medium;Private;Near;57;66
3966;3966;68;1;Medium;Public;Moderate;96;68
3967;3967;92;2;Low;Public;Moderate;74;70
3968;3968;91;0;Medium;Private;Moderate;59;64
3969;3969;66;3;Medium;Public;Near;77;71
3970;3970;79;2;Medium;Private;Near;94;72
3971;3971;91;5;High;Public;Near;69;71
3972;3972;73;0;High;Public;Near;59;63
3973;3973;85;1;Low;Public;Near;79;68
3974;3974;62;1;Medium;Private;Near;92;63
3975;3975;84;0;Low;Private;Moderate;56;66
3976;3976;66;1;Medium;Public;Far;52;63
3977;3977;93;1;Medium;Private;Near;53;72
3978;3978;74;3;High;Public;Moderate;62;70
3979;3979;71;1;High;Public;Near;50;65
3980;3980;94;0;Medium;Private;Moderate;71;67
3981;3981;62;2;High;Public;Moderate;85;66
3982;3982;76;1;High;Public;Far;86;69
3983;3983;75;1;Low;Public;Near;82;73
3984;3984;71;2;Medium;Public;Near;65;66
3985;3985;96;0;Medium;Public;Near;87;70
3986;3986;90;2;Medium;Public;Near;79;68
3987;3987;63;2;High;Private;Far;93;65
3988;3988;89;1;Medium;Private;Moderate;74;67
3989;3989;81;2;Medium;Public;Moderate;59;71
3990;3990;96;2;Low;Private;Near;82;70
3991;3991;73;5;Medium;Private;Moderate;58;61
3992;3992;83;0;Medium;Public;Near;98;69
3993;3993;80;1;High;Public;Near;85;63
3994;3994;80;0;High;Private;Moderate;88;67
3995;3995;78;0;Medium;Public;Near;84;65
3996;3996;68;0;Low;Public;Near;55;63
3997;3997;90;3;Low;Private;Near;73;67
3998;3998;78;2;Medium;Private;Moderate;83;66
3999;3999;98;0;Medium;Public;Moderate;61;72
4000;4000;70;3;High;Public;Near;84;68
4001;4001;87;1;Low;Public;Moderate;91;67
4002;4002;98;1;High;Private;Moderate;64;72
4003;4003;87;0;Medium;Public;Far;60;66
4004;4004;95;1;Medium;Public;Near;94;73
4005;4005;93;4;High;Public;Moderate;50;71
4006;4006;74;1;High;Public;Moderate;63;65
4007;4007;84;5;High;Private;Near;70;65
4008;4008;66;2;Medium;Private;Near;84;65
4009;4009;81;2;High;Private;Near;100;68
4010;4010;69;7;Medium;Public;Near;69;70
4011;4011;90;1;Low;Private;Near;97;68
4012;4012;81;0;High;Private;Near;68;62
4013;4013;76;3;Medium;Private;Near;85;66
4014;4014;71;3;Medium;Public;Near;58;65
4015;4015;100;1;Medium;Public;Near;73;71
4016;4016;63;0;Medium;Public;Moderate;94;61
4017;4017;62;2;Medium;Public;Moderate;66;63
4018;4018;69;3;High;Public;Near;55;67
4019;4019;99;2;Medium;Public;Near;76;70
4020;4020;99;3;High;Private;Near;72;73
4021;4021;86;1;;Public;Near;61;72
4022;4022;95;1;High;Public;Near;95;69
4023;4023;69;1;Medium;Private;Moderate;80;61
4024;4024;99;1;High;Public;Near;67;71
4025;4025;66;1;Medium;Public;Moderate;100;64
4026;4026;64;1;Medium;Public;Moderate;57;61
4027;4027;64;3;Medium;Public;Near;92;63
4028;4028;83;2;Medium;Public;Near;62;65
4029;4029;91;3;High;Public;Near;62;73
4030;4030;75;2;High;Private;Near;75;68
4031;4031;99;1;Medium;Public;Near;83;72
4032;4032;77;1;Medium;Public;Far;85;62
4033;4033;66;3;Medium;Private;Moderate;51;63
4034;4034;79;0;Medium;Public;Far;64;58
4035;4035;87;1;High;Private;Near;83;68
4036;4036;93;1;High;Public;Near;94;74
4037;4037;78;1;Medium;Public;Near;83;68
4038;4038;84;1;Medium;Private;Near;63;67
4039;4039;71;0;Medium;Private;Near;75;65
4040;4040;86;0;Medium;Public;Moderate;82;63
4041;4041;99;2;Medium;Public;Near;57;71
4042;4042;62;0;Low;Public;Far;77;62
4043;4043;95;2;Medium;Public;Far;74;66
4044;4044;82;1;High;Private;Near;67;65
4045;4045;70;0;High;Public;Moderate;81;66
4046;4046;98;3;High;Public;Near;82;71
4047;4047;79;2;High;Public;Near;99;68
4048;4048;73;0;High;Public;Moderate;71;72
4049;4049;67;1;High;Private;Near;77;66
4050;4050;70;4;Medium;Public;Moderate;58;66
4051;4051;93;2;Medium;Public;Moderate;77;67
4052;4052;85;5;High;Public;Moderate;52;71
4053;4053;97;2;Medium;Public;Far;57;72
4054;4054;69;3;Medium;Public;Near;59;64
4055;4055;65;1;Low;Public;Near;82;60
4056;4056;60;2;High;Public;Near;78;64
4057;4057;80;2;Low;Public;Near;90;70
4058;4058;100;3;Medium;Private;Near;73;72
4059;4059;88;0;Medium;Public;Moderate;74;68
4060;4060;72;0;Low;Public;Near;58;62
4061;4061;95;0;Medium;Public;Far;87;68
4062;4062;91;2;;Public;Moderate;50;72
4063;4063;61;0;Low;Private;Near;71;60
4064;4064;93;3;High;Public;Near;59;72
4065;4065;72;2;Medium;Public;Near;89;65
4066;4066;66;3;Low;Public;Near;84;63
4067;4067;69;2;Medium;Private;Near;85;66
4068;4068;79;1;High;Public;Near;57;65
4069;4069;77;1;High;Public;Moderate;83;65
4070;4070;72;2;Medium;Public;Near;85;67
4071;4071;67;4;Medium;Private;Moderate;50;65
4072;4072;90;0;High;Public;Moderate;66;67
4073;4073;100;1;Medium;Public;Near;54;66
4074;4074;91;2;High;Public;Near;84;71
4075;4075;72;1;Medium;Public;Moderate;61;64
4076;4076;70;0;Medium;Public;Far;63;61
4077;4077;69;1;High;Private;Near;54;65
4078;4078;65;1;High;Private;Near;74;61
4079;4079;82;1;Medium;Public;Near;52;64
4080;4080;84;0;High;Public;Near;92;69
4081;4081;88;4;Low;Public;Near;51;71
4082;4082;87;3;High;Private;Near;53;70
4083;4083;72;1;Medium;Public;Moderate;82;70
4084;4084;73;0;High;Public;Near;96;62
4085;4085;87;2;Low;Private;Near;95;73
4086;4086;74;0;Medium;Public;Near;54;66
4087;4087;69;1;Low;Public;Moderate;64;66
4088;4088;75;3;High;Private;Near;76;66
4089;4089;71;3;Medium;Public;Far;51;66
4090;4090;64;2;High;Public;Near;76;65
4091;4091;93;2;Medium;Private;Near;72;67
4092;4092;94;6;High;Private;Near;79;76
4093;4093;69;0;High;Private;Moderate;96;66
4094;4094;63;1;High;Public;Near;64;63
4095;4095;90;0;Medium;Public;Moderate;82;71
4096;4096;68;1;Medium;Public;Moderate;71;63
4097;4097;76;1;Medium;Public;Moderate;72;67
4098;4098;63;0;Medium;Public;Near;82;63
4099;4099;69;0;Medium;Public;Moderate;98;66
4100;4100;92;3;Medium;Public;Near;93;72
4101;4101;92;4;Medium;Private;Near;82;70
4102;4102;68;0;Medium;Public;Near;73;62
4103;4103;73;0;High;Private;Moderate;71;69
4104;4104;65;2;High;Public;Near;89;66
4105;4105;63;2;Medium;Public;Near;61;64
4106;4106;100;2;Medium;Public;Near;79;70
4107;4107;86;0;High;Public;Near;75;67
4108;4108;82;1;Medium;Private;Near;82;71
4109;4109;91;1;Medium;Public;Near;59;69
4110;4110;94;1;Medium;Public;Near;85;70
4111;4111;92;0;Medium;Public;Near;81;70
4112;4112;61;1;Medium;Public;Moderate;59;61
4113;4113;67;0;High;Public;Near;72;65
4114;4114;86;0;High;Private;Near;84;67
4115;4115;75;1;Medium;Public;Near;95;70
4116;4116;99;2;High;Private;;56;67
4117;4117;87;3;Medium;Public;Near;50;68
4118;4118;98;2;Medium;Public;Near;58;69
4119;4119;68;1;Low;Private;Near;99;65
4120;4120;95;2;Low;Public;Far;88;68
4121;4121;73;1;High;Public;Near;81;67
4122;4122;100;1;Medium;Private;Near;57;70
4123;4123;66;2;Medium;Public;Near;71;68
4124;4124;81;1;Medium;Public;Near;86;69
4125;4125;92;0;Low;Public;Near;95;70
4126;4126;77;2;High;Private;Moderate;69;67
4127;4127;79;4;Medium;Public;Near;100;70
4128;4128;99;1;High;Public;Moderate;57;74
4129;4129;77;1;High;Public;Near;69;63
4130;4130;84;1;High;Private;Near;94;72
4131;4131;62;0;Low;Private;Near;82;62
4132;4132;94;1;Medium;Public;Near;91;71
4133;4133;86;0;High;Public;Moderate;95;68
4134;4134;76;3;Medium;Public;Near;75;72
4135;4135;61;1;Medium;Public;Moderate;62;64
4136;4136;84;0;Medium;Public;Moderate;85;64
4137;4137;61;0;Medium;Private;Near;78;63
4138;4138;60;2;High;Private;Moderate;89;66
4139;4139;85;2;Medium;Public;Near;76;71
4140;4140;68;4;Medium;Private;Near;91;70
4141;4141;68;3;Medium;Public;Moderate;95;67
4142;4142;86;0;Low;Private;Near;87;73
4143;4143;62;2;Low;Public;Near;87;64
4144;4144;73;4;Low;Public;Moderate;79;65
4145;4145;66;3;High;Private;Far;74;62
4146;4146;83;1;Low;Private;Near;99;64
4147;4147;86;1;Low;Private;Moderate;82;67
4148;4148;89;5;Medium;Private;Near;92;74
4149;4149;70;1;Medium;Private;Far;75;63
4150;4150;64;1;Medium;Public;Near;78;64
4151;4151;63;4;Medium;Public;Moderate;83;64
4152;4152;77;1;High;Public;Near;86;70
4153;4153;98;3;Low;Public;Moderate;72;71
4154;4154;69;0;High;Public;Moderate;68;63
4155;4155;70;0;;Private;Near;62;66
4156;4156;64;1;Medium;Public;Near;71;65
4157;4157;84;2;High;Public;Moderate;61;70
4158;4158;87;2;Medium;Public;Moderate;71;65
4159;4159;86;0;Medium;Public;Near;94;68
4160;4160;94;1;High;Private;Near;99;72
4161;4161;79;0;High;Private;Moderate;79;67
4162;4162;65;1;Medium;Public;Near;57;65
4163;4163;72;2;Medium;Public;Near;71;66
4164;4164;86;1;Medium;Public;Far;80;67
4165;4165;85;1;Medium;Private;Near;69;65
4166;4166;81;2;Medium;Private;Near;60;68
4167;4167;87;2;Medium;Public;Near;61;68
4168;4168;85;1;Medium;Public;Moderate;74;69
4169;4169;95;2;Medium;Private;Near;61;71
4170;4170;83;0;Medium;Private;Moderate;62;64
4171;4171;91;1;Medium;Public;Moderate;94;65
4172;4172;70;1;High;Private;Near;89;64
4173;4173;87;3;Medium;Public;Moderate;53;67
4174;4174;96;3;Medium;Public;Near;66;70
4175;4175;75;1;Low;Public;Moderate;77;66
4176;4176;91;3;High;Private;Near;53;70
4177;4177;89;1;High;Public;Moderate;84;70
4178;4178;62;1;Low;Private;Near;69;64
4179;4179;83;3;Medium;Private;Near;70;71
4180;4180;65;1;Medium;Public;Far;63;63
4181;4181;99;1;High;Private;Near;67;72
4182;4182;92;4;Low;Private;Moderate;93;72
4183;4183;64;0;Medium;Public;Near;89;61
4184;4184;65;2;Medium;Public;Near;97;63
4185;4185;84;0;Medium;Private;Moderate;85;67
4186;4186;74;3;Medium;Public;Near;79;67
4187;4187;61;2;Medium;Public;Moderate;63;65
4188;4188;82;0;Medium;Public;Near;83;64
4189;4189;76;2;High;Public;Near;95;69
4190;4190;64;4;Medium;Private;Moderate;53;65
4191;4191;92;1;High;Public;Near;72;71
4192;4192;97;0;High;Private;Near;57;70
4193;4193;90;0;Medium;Public;Moderate;91;98
4194;4194;93;1;High;Public;Near;81;65
4195;4195;69;1;Medium;Private;Near;94;63
4196;4196;71;0;Low;Public;Moderate;53;61
4197;4197;68;1;Medium;Public;Moderate;95;67
4198;4198;91;0;Medium;Private;Near;53;64
4199;4199;98;1;High;Private;Near;64;65
4200;4200;89;2;High;Private;Moderate;58;73
4201;4201;95;1;Medium;Public;Near;57;69
4202;4202;86;3;Medium;Public;Near;59;67
4203;4203;76;0;Medium;Private;Far;74;63
4204;4204;77;0;Medium;Private;Near;89;67
4205;4205;63;2;Medium;Public;Near;95;66
4206;4206;61;2;High;Public;Moderate;78;64
4207;4207;88;2;Medium;Public;Moderate;58;68
4208;4208;78;2;Medium;Public;Moderate;54;61
4209;4209;82;1;Medium;Public;Near;75;66
4210;4210;82;0;Medium;Public;Near;88;65
4211;4211;71;0;Medium;Public;Moderate;81;65
4212;4212;79;3;High;Private;Near;79;67
4213;4213;79;1;Medium;Public;Moderate;52;68
4214;4214;76;1;High;Public;Near;71;63
4215;4215;93;1;Medium;Public;Moderate;78;70
4216;4216;78;0;Medium;Private;Near;80;68
4217;4217;84;2;High;Private;Near;50;69
4218;4218;96;0;Medium;Private;Near;60;67
4219;4219;95;0;Low;Public;Moderate;97;69
4220;4220;96;1;High;Private;Near;75;65
4221;4221;71;1;Medium;Public;Moderate;85;61
4222;4222;61;3;Low;Public;Near;65;65
4223;4223;70;4;Medium;Public;Near;79;67
4224;4224;71;1;Medium;Public;Moderate;68;66
4225;4225;96;2;High;Private;Near;65;69
4226;4226;86;3;Medium;Public;Near;71;71
4227;4227;63;1;Low;Public;Near;73;68
4228;4228;65;3;Medium;Private;Moderate;67;65
4229;4229;66;1;Medium;Private;Far;63;64
4230;4230;85;1;High;Private;Near;81;68
4231;4231;89;1;Low;Public;Near;69;64
