"student_id","sleep_hours","motivation_level","physical_activity","learning_desabilities","gender","exam_score","attendance","tutoring_sessions","teacher_quality","school_type","distance_from_home","previous_scores","parental_involvement","family_income","parental_education_level","hours_studied","access_to_resources","extraurricular_activities","internet_access","peer_influence"
5442,5,"Medium",3,"No","Male",63,65,1,"High","Public","Moderate",77,"Medium","High","High School",16,"Medium","No","Yes","Positive"
3630,6,"Medium",4,"No","Male",63,63,0,"Medium","Public","Near",73,"Medium","Medium","College",16,"High","Yes","Yes","Neutral"
3636,8,"Medium",3,"No","Female",63,62,0,"Medium","Public","Near",64,"Medium","Low","Postgraduate",22,"Medium","Yes","Yes","Neutral"
3707,4,"Medium",2,"No","Female",63,67,3,"High","Public","Moderate",71,"Medium","Medium","High School",17,"Medium","Yes","Yes","Negative"
3714,4,"Medium",1,"No","Female",63,92,0,"Medium","Public","Near",51,"Low","High","High School",7,"Medium","Yes","Yes","Positive"
5395,7,"High",3,"No","Male",63,70,0,"Medium","Public","Near",81,"Medium","Low","High School",12,"High","No","Yes","Positive"
3740,9,"Low",2,"No","Male",63,79,1,"Medium","Public","Moderate",80,"Medium","High","College",12,"Low","No","Yes","Positive"
626,4,"Medium",4,"No","Female",63,63,2,"Medium","Public","Near",92,"Medium","Low","High School",17,"Medium","No","Yes","Negative"
3749,9,"Medium",2,"No","Female",63,64,0,"High","Public","Moderate",77,"Low","Low","High School",29,"Medium","No","Yes","Negative"
3754,10,"Medium",3,"No","Male",63,67,1,"Medium","Public","Near",71,"High","Medium","High School",17,"Low","No","Yes","Positive"
627,6,"Low",2,"No","Female",63,64,0,"High","Private","Near",90,"High","Low","High School",14,"High","Yes","Yes","Negative"
3770,6,"Medium",3,"Yes","Female",63,66,2,"Low","Public","Near",54,"High","High","High School",17,"Medium","No","Yes","Positive"
3774,9,"Low",2,"No","Female",63,69,1,NULL,"Private","Moderate",79,"High","Medium","High School",15,"Low","No","Yes","Positive"
631,7,"High",3,"No","Female",63,71,2,"High","Public","Near",55,"Medium","Low","College",10,"Medium","Yes","Yes","Positive"
3791,8,"Medium",3,"No","Female",63,71,2,"Medium","Public",NULL,52,"Low","Medium","College",24,"Medium","No","No","Negative"
3795,6,"Medium",3,"No","Female",63,63,2,"Medium","Public","Far",94,"Medium","Medium","High School",20,"Medium","Yes","No","Neutral"
3808,8,"Medium",4,"No","Male",63,66,0,"Medium","Private",NULL,83,"High","Low","College",8,"High","Yes","Yes","Positive"
3811,8,"Medium",2,"No","Male",63,73,2,"High","Public","Moderate",58,"Medium","Low","College",14,"High","No","Yes","Negative"
5361,7,"Low",2,"No","Female",63,63,2,"High","Public","Near",75,"Low","Medium","High School",20,"Medium","Yes","Yes","Neutral"
3831,8,"Low",4,"No","Female",63,63,0,"Medium","Private","Moderate",55,"High","Medium","College",19,"Medium","Yes","Yes","Positive"
3832,10,"Medium",2,"Yes","Female",63,63,0,"Medium","Public","Near",93,"Medium","Low","Postgraduate",17,"Medium","Yes","Yes","Positive"
3852,5,"Medium",4,"No","Female",63,62,1,"Medium","Public","Near",87,"Medium","Medium","High School",23,"Low","Yes","Yes","Negative"
3855,6,"Medium",5,"Yes","Male",63,64,1,"Medium","Public","Near",80,"Medium","Medium","High School",18,"Medium","No","Yes","Positive"
635,7,"Low",3,"Yes","Male",63,81,1,"Medium","Private","Moderate",73,"Medium","High","High School",14,"Medium","Yes","No","Positive"
5349,7,"Medium",2,"No","Male",63,67,0,"High","Private","Near",92,"Medium","High","College",8,"Medium","Yes","Yes","Positive"
3882,7,"Medium",2,"No","Male",63,63,2,"Medium","Public","Far",63,"High","Medium","High School",21,"Medium","No","Yes","Neutral"
5341,7,"Medium",3,"No","Male",63,74,0,"High","Private","Near",66,"Low","Medium","Postgraduate",14,"Medium","Yes","Yes","Negative"
3899,9,"High",4,"No","Female",63,63,0,"Medium","Private","Far",79,"Medium","Low","High School",23,"Medium","Yes","Yes","Negative"
5326,8,"Medium",3,"No","Male",63,68,5,"Low","Private","Moderate",88,"Low","Low","High School",20,"Low","No","Yes","Neutral"
640,8,"Medium",2,"No","Male",63,77,2,"High","Public","Moderate",57,"Medium","Low","College",12,"Medium","Yes","Yes","Negative"
3950,7,"Low",3,"No","Male",63,66,2,"Low","Public","Moderate",99,"Medium","Medium","High School",12,"High","Yes","Yes","Neutral"
3952,5,"Low",2,"No","Male",63,73,1,"High","Private","Moderate",61,"Medium","Low","Postgraduate",15,"High","No","No","Positive"
3972,9,"Medium",4,"No","Male",63,73,0,"High","Public","Near",59,"Medium","Medium","Postgraduate",13,"Low","No","Yes","Neutral"
3974,9,"Medium",4,"Yes","Male",63,62,1,"Medium","Private","Near",92,"Medium","Medium","High School",21,"Medium","No","Yes","Positive"
3976,7,"High",3,"No","Female",63,66,1,"Medium","Public","Far",52,"Medium","Medium","High School",21,"Medium","Yes","Yes","Neutral"
5309,6,"Medium",2,"No","Female",63,69,2,"High","Public","Near",75,"High","Low","High School",15,"Low","Yes","No","Positive"
3993,6,"Medium",3,"No","Male",63,80,1,"High","Public","Near",85,"Low","Low","Postgraduate",8,"Medium","Yes","Yes","Negative"
3996,7,"High",3,"Yes","Female",63,68,0,"Low","Public","Near",55,"High","Low","High School",20,"Medium","Yes","Yes","Positive"
6373,5,"High",1,"No","Male",63,61,1,"Medium","Private","Far",51,"High","Low","College",27,"Low","No","Yes","Positive"
4017,7,"High",4,"No","Male",63,62,2,"Medium","Public","Moderate",66,"Medium","High","High School",17,"Medium","No","Yes","Neutral"
4027,6,"Low",4,"No","Female",63,64,3,"Medium","Public","Near",92,"Medium","Low","College",15,"Medium","No","Yes","Negative"
105,5,"High",3,"No","Male",63,67,1,"Low","Private","Near",82,"Medium","Low","High School",19,"Medium","No","Yes","Negative"
4033,9,"Low",2,"No","Male",63,66,3,"Medium","Private","Moderate",51,"High","Medium","Postgraduate",13,"Medium","Yes","Yes","Positive"
5296,6,"Low",4,"No","Male",63,67,1,"Medium","Public","Near",55,"Medium","Medium","High School",19,"Medium","Yes","Yes","Neutral"
4040,5,"Low",4,"No","Female",63,86,0,"Medium","Public","Moderate",82,"Low","Low","High School",16,"Low","Yes","Yes","Neutral"
4066,9,"High",4,"No","Female",63,66,3,"Low","Public","Near",84,"Medium","Low","High School",16,"Low","No","Yes","Positive"
4094,6,"Low",3,"No","Male",63,63,1,"High","Public","Near",64,"Medium","High","High School",21,"Medium","Yes","Yes","Negative"
4096,6,"Low",3,"No","Male",63,68,1,"Medium","Public","Moderate",71,"Medium","Medium","College",14,"High","No","Yes","Positive"
4098,8,"Medium",3,"No","Male",63,63,0,"Medium","Public","Near",82,"Medium","High","High School",16,"Medium","Yes","Yes","Neutral"
663,6,"High",3,"No","Male",63,62,2,"Medium","Public","Moderate",92,"Low","Medium","Postgraduate",20,"Low","No","Yes","Positive"
4129,7,"Low",4,"No","Female",63,77,1,"High","Public","Near",69,"Medium","Low","High School",16,"Low","Yes","Yes","Neutral"
4137,8,"Medium",5,"No","Female",63,61,0,"Medium","Private","Near",78,"Low","Low","High School",20,"High","Yes","Yes","Positive"
4149,7,"Medium",4,"Yes","Male",63,70,1,"Medium","Private","Far",75,"High","Low","College",17,"Medium","No","Yes","Neutral"
4154,5,"Medium",4,"No","Male",63,69,0,"High","Public","Moderate",68,"Medium","Medium","College",16,"Medium","Yes","Yes","Neutral"
4180,8,"Medium",3,"No","Male",63,65,1,"Medium","Public","Far",63,"Medium","Medium","High School",18,"High","Yes","Yes","Positive"
4184,8,"High",4,"Yes","Female",63,65,2,"Medium","Public","Near",97,"High","Low","High School",16,"Low","Yes","Yes","Negative"
4195,10,"Medium",4,"No","Female",63,69,1,"Medium","Private","Near",94,"High","Medium","Postgraduate",6,"Medium","Yes","No","Neutral"
5263,7,"Medium",3,"No","Male",63,60,1,"High","Public","Moderate",99,"Low","Low","College",22,"Medium","No","Yes","Neutral"
4203,6,"Low",2,"Yes","Male",63,76,0,"Medium","Private","Far",74,"High","High","College",14,"Medium","No","Yes","Positive"
4214,9,"Medium",3,"No","Male",63,76,1,"High","Public","Near",71,"Medium","Medium","College",9,"Medium","Yes","Yes","Neutral"
4235,6,"Low",3,"No","Male",63,72,2,"Medium","Public","Moderate",94,"Medium","Medium","High School",11,"Medium","Yes","Yes","Positive"
861,6,"High",3,"Yes","Male",62,62,0,"High","Private","Far",74,"Medium","Low","Postgraduate",21,"Low","No","Yes","Positive"
62,10,"Low",3,"No","Male",62,65,0,"Medium","Public","Moderate",66,"Medium","Low","High School",19,"Medium","Yes","Yes","Positive"
84,5,"High",3,"No","Female",62,67,2,"Medium","Private","Far",52,"Medium","Medium","High School",17,"Medium","Yes","Yes","Negative"
97,7,"Low",3,"No","Male",62,64,1,"Medium","Public","Near",98,"Low","Medium","High School",22,"Medium","No","No","Negative"
214,9,"Low",2,"Yes","Female",62,66,1,"Medium","Public","Near",82,"Medium","Medium","High School",24,"Low","No","Yes","Neutral"
228,6,"Medium",3,"No","Male",62,64,0,"Medium","Public","Near",85,"Medium","Medium","High School",14,"Medium","Yes","Yes","Neutral"
229,9,"Low",2,"No","Male",62,61,2,"High","Public","Near",86,"Medium","Low","High School",16,"Medium","No","Yes","Positive"
287,7,"Medium",3,"No","Male",62,66,1,"Medium","Public","Far",59,"Medium","High","High School",19,"High","No","Yes","Negative"
334,8,"Medium",1,"No","Male",62,76,1,"Medium","Public","Near",56,"Low","Low","High School",16,"High","Yes","No","Positive"
347,7,"Medium",2,"No","Male",62,76,1,"Low","Public","Near",71,"Medium","Medium","College",11,"Medium","Yes","No","Neutral"
371,7,"Medium",3,"No","Male",62,61,1,"Low","Public","Moderate",81,"Medium","Medium","High School",20,"Medium","No","Yes","Neutral"
383,8,"Medium",2,"No","Male",62,82,0,"Medium","Private","Far",56,"High","Low","High School",7,"High","Yes","Yes","Negative"
420,6,"Low",3,"No","Male",62,65,0,"Medium","Private","Moderate",74,"Medium","Medium","College",20,"Low","No","Yes","Positive"
430,7,"Low",3,"No","Female",62,74,1,"High","Private","Far",66,"Medium","High","High School",9,"High","No","Yes","Neutral"
431,5,"Medium",2,"No","Male",62,63,2,"Medium","Private","Far",65,"High","High","High School",13,"Medium","Yes","Yes","Neutral"
438,5,"Medium",4,"No","Male",62,73,1,"Medium","Public","Moderate",60,"High","Low","High School",12,"Medium","No","Yes","Negative"
542,4,"Medium",3,"Yes","Male",62,69,3,"Low","Public","Near",94,"High","Low","High School",13,"Low","No","Yes","Positive"
574,10,"Medium",3,"Yes","Female",62,60,0,"Medium","Public","Near",51,"Medium","Medium","College",19,"High","No","Yes","Positive"
616,7,"Low",4,"No","Male",62,74,1,"Medium","Public","Far",52,"Medium","High","High School",21,"Low","Yes","Yes","Negative"
621,8,"Low",2,"Yes","Female",62,71,1,"Medium","Public","Near",50,"Medium","Medium","Postgraduate",15,"High","No","Yes","Neutral"
654,8,"Medium",0,"No","Male",62,70,2,"High","Public","Near",56,"Medium","Medium","High School",13,"Medium","No","Yes","Neutral"
656,7,"Low",4,"No","Female",62,61,1,"Medium","Private","Moderate",70,"Medium","Medium","High School",20,"Low","Yes","Yes","Positive"
679,5,"High",5,"No","Female",62,61,0,"Medium","Private","Moderate",51,"Low","Low","High School",26,"Medium","Yes","Yes","Neutral"
693,5,"Low",3,"No","Female",62,73,1,"Medium","Public","Moderate",96,"Medium","Low","High School",14,"Low","Yes","Yes","Negative"
701,9,"Low",5,"Yes","Female",62,77,0,"High","Public","Near",67,"Low","Low","High School",17,"Medium","No","Yes","Neutral"
766,9,"Low",2,"No","Male",62,65,2,"Medium","Public","Near",96,"Low","Low","High School",16,"High","No","Yes","Negative"
784,8,"Low",3,"Yes","Male",62,63,1,"Medium","Public","Near",59,"High","Low","High School",24,"Medium","No","Yes","Neutral"
790,9,"Medium",4,"No","Male",62,60,0,"High","Public","Near",85,"Medium","Medium","Postgraduate",10,"Medium","No","Yes","Positive"
806,10,"Low",5,"No","Male",62,64,1,"Medium","Public","Near",68,"Medium","Low","High School",18,"Low","Yes","Yes","Positive"
816,9,"High",3,"No","Female",62,63,2,"Medium","Public","Near",56,"High","Medium","High School",11,"Medium","Yes","Yes","Neutral"
825,7,"High",2,"No","Female",62,61,0,"Medium","Public","Near",74,"Medium","Medium","Postgraduate",17,"Medium","No","Yes","Neutral"
887,9,"Medium",4,"Yes","Male",62,72,0,"High","Private","Moderate",53,"Medium","Low","High School",24,"Low","Yes","Yes","Neutral"
926,5,"Low",4,"No","Male",62,64,2,"High","Private","Moderate",78,"High","Low","College",11,"Medium","Yes","Yes","Neutral"
931,10,"Medium",1,"Yes","Female",62,68,1,"Medium","Private","Moderate",57,"Medium","High","High School",17,"Medium","Yes","Yes","Positive"
946,6,"Medium",2,"No","Male",62,68,2,"Medium","Public","Near",52,"Medium","Low","College",14,"Medium","Yes","Yes","Positive"
955,9,"Low",3,"Yes","Male",62,62,0,"Medium","Private","Near",95,"Medium","Medium","High School",20,"Medium","Yes","Yes","Neutral"
970,8,"High",2,"No","Male",62,87,0,"Medium","Public","Moderate",57,"Low","Low","High School",11,"Medium","No","Yes","Negative"
975,6,"Medium",3,"Yes","Male",62,71,2,"Medium","Public","Near",62,"Low","Low","College",17,"Medium","Yes","Yes","Neutral"
983,4,"Low",3,"No","Male",62,62,1,"Medium","Public","Near",100,"High","Low","High School",14,"Medium","No","Yes","Neutral"
992,5,"Medium",4,"No","Female",62,72,3,"Low","Private","Near",72,"Low","High","High School",8,"Medium","Yes","Yes","Positive"
994,5,"Medium",1,"No","Female",62,75,0,"Medium","Public","Moderate",86,"Low","Low","College",16,"Low","Yes","Yes","Positive"
1007,5,"Low",2,"No","Male",62,60,1,"Medium","Public","Near",73,"Medium","Medium","High School",25,"Low","Yes","Yes","Negative"
1062,8,"Low",3,"No","Male",62,85,2,"Medium","Private","Near",73,"Low","Low","High School",3,"High","No","Yes","Neutral"
1126,6,"Medium",3,"No","Male",62,68,1,"Medium","Private","Near",79,"Low","High","College",13,"Medium","Yes","Yes","Negative"
1151,7,"Low",3,"No","Female",62,67,1,"Medium","Public","Far",82,"Medium","Medium","High School",14,"High","No","Yes","Neutral"
1154,6,"Medium",4,"No","Female",62,79,1,"High","Private","Far",55,"Low","Low","College",12,"High","No","Yes","Neutral"
1243,9,"Medium",4,"No","Female",62,64,2,"High","Public","Moderate",50,"Medium","Low","High School",17,"Medium","No","Yes","Positive"
1268,6,"High",3,"No","Male",62,68,2,"Low","Public","Moderate",50,"Medium","High","High School",15,"Medium","Yes","Yes","Neutral"
1316,6,"High",2,"No","Male",62,67,1,"Medium","Public","Moderate",76,"High","Low","High School",12,"High","No","Yes","Negative"
1329,6,"High",2,"No","Male",62,67,1,"High","Public","Moderate",80,"Medium","Low","High School",13,"Medium","Yes","Yes","Negative"
1349,8,"High",1,"Yes","Male",62,72,3,"Medium","Public","Moderate",56,"Low","Low","High School",12,"High","Yes","Yes","Positive"
1351,7,"Medium",3,"No","Male",62,60,2,"Medium","Public","Near",66,"Medium","Low","Postgraduate",13,"Medium","Yes","Yes","Positive"
1423,8,"Medium",3,"No","Male",62,70,1,"Medium","Private","Moderate",51,"Medium","Low","College",18,"Medium","Yes","Yes","Negative"
1446,8,"Medium",3,"No","Male",62,61,1,"High","Public","Far",64,"High","Low","High School",16,"High","No","Yes","Positive"
1506,7,"Medium",3,"No","Female",62,64,1,"Medium","Public","Near",69,"Low","Medium","High School",17,"High","No","Yes","Negative"
1518,7,"Medium",4,"No","Female",62,60,1,"High","Public","Near",66,"Low","Medium","College",24,"Low","No","Yes","Neutral"
1519,10,"Medium",3,"No","Male",62,67,2,"Medium","Public","Near",53,"Medium","High","College",14,"Medium","No","Yes","Neutral"
1536,8,"Medium",3,"No","Male",62,64,1,"Medium","Public","Moderate",96,"Medium","Medium","High School",10,"High","No","Yes","Neutral"
1545,6,"Low",2,"No","Male",62,72,1,"Medium","Public","Far",58,"Medium","Medium","High School",16,"High","No","Yes","Negative"
1553,5,"High",2,"No","Male",62,60,2,"High","Public","Near",72,"Medium","High","High School",15,"Low","Yes","Yes","Positive"
1563,10,"Medium",4,"No","Female",62,75,0,"Medium","Private","Moderate",84,"Medium","High","Postgraduate",5,"Low","Yes","Yes","Neutral"
1592,8,"Low",4,"No","Male",62,84,3,"Low","Public","Near",54,"Low","Low",NULL,2,"High","No","Yes","Positive"
1632,7,"Medium",3,"No","Male",62,61,1,"Medium","Public","Near",98,"Medium","Medium","High School",15,"Medium","No","Yes","Neutral"
1710,4,"Medium",4,"No","Female",62,67,0,"Medium","Public","Near",71,"Medium","High","College",14,"Low","No","Yes","Neutral"
1731,7,"Low",3,"No","Male",62,61,2,"Medium","Public","Far",74,"Medium","High","Postgraduate",19,"Medium","No","Yes","Negative"
1754,7,"Medium",3,"No","Female",62,76,1,"Medium","Public","Near",79,"Medium","Low","High School",9,"Medium","Yes","Yes","Neutral"
1786,7,"Low",1,"No","Male",62,63,3,"Medium","Private","Near",55,"High","High","Postgraduate",11,"Medium","No","Yes","Positive"
1812,7,"Medium",3,"Yes","Female",62,67,3,"Medium","Public","Moderate",52,"Medium","Low","High School",21,"High","No","Yes","Negative"
1819,8,"Low",3,"No","Male",62,61,1,"Medium","Private","Near",83,"Low","Medium","High School",19,"High","Yes","Yes","Negative"
1842,7,"Medium",3,"No","Male",62,73,3,"Medium","Private","Near",95,"Medium","Low","Postgraduate",9,"Low","Yes","No","Negative"
1895,8,"High",3,"Yes","Male",62,64,1,"Medium","Public","Moderate",81,"Medium","Medium","High School",19,"Medium","Yes","Yes","Negative"
1896,7,"Low",4,"No","Male",62,64,2,"Low","Private","Near",97,"Low","Medium","College",18,"Low","Yes","Yes","Neutral"
1902,5,"Medium",2,"No","Female",62,60,0,"Medium","Public","Near",69,"Medium","Medium","Postgraduate",18,"Medium","Yes","Yes","Neutral"
1909,6,"Medium",3,"Yes","Female",62,62,3,"High","Private","Near",90,"Low","High","Postgraduate",13,"Medium","Yes","No","Neutral"
1918,10,"Medium",1,"Yes","Male",62,69,0,"High","Public","Moderate",82,"High","Low","High School",16,"Medium","Yes","Yes","Negative"
1951,9,"Medium",3,"No","Female",62,65,1,"Medium","Public","Near",67,"Medium","High","High School",9,"High","Yes","Yes","Neutral"
1953,7,"Low",3,"No","Male",62,66,0,"High","Public","Near",75,"Low","High","College",15,"High","Yes","Yes","Negative"
1957,9,"Low",3,"No","Female",62,80,3,"Medium","Public","Far",83,"High","Medium","High School",7,"Medium","No","No","Neutral"
1976,7,"Low",2,"Yes","Female",62,75,0,"Medium","Public","Near",59,"Low","Medium","High School",18,"Medium","Yes","Yes","Positive"
1981,10,"Medium",3,"No","Female",62,75,2,"Medium","Private","Moderate",88,"Low","Low","College",14,"Low","No","Yes","Negative"
2012,8,"Medium",3,"No","Female",62,71,0,"High","Private","Far",60,"High","Low","High School",15,"High","No","Yes","Negative"
2055,8,"Medium",2,"No","Male",62,71,1,"High","Private","Moderate",65,"Medium","Medium","High School",12,"Medium","Yes","Yes","Neutral"
